DBInstanceIdentifier	DBInstanceClass	Engine	DBInstanceStatus	MasterUsername	DBName	AllocatedStorage	InstanceCreateTime	PreferredBackupWindow	BackupRetentionPeriod	DBSecurityGroups	VpcSecurityGroups	DBParameterGroups	AvailabilityZone	PreferredMaintenanceWindow	MultiAZ	EngineVersion	AutoMinorVersionUpgrade	ReadReplicaDBInstanceIdentifiers	LicenseModel	OptionGroupMemberships	PubliclyAccessible	StorageType	DbInstancePort	DBClusterIdentifier	StorageEncrypted	KmsKeyId	DbiResourceId	CACertificateIdentifier	DomainMemberships	CopyTagsToSnapshot	MonitoringInterval	EnhancedMonitoringResourceArn	MonitoringRoleArn	PromotionTier	DBInstanceArn	IAMDatabaseAuthenticationEnabled	PerformanceInsightsEnabled	PerformanceInsightsKMSKeyId	PerformanceInsightsRetentionPeriod	EnabledCloudwatchLogsExports	DeletionProtection	AssociatedRoles	TagList	CustomerOwnedIpEnabled	BackupTarget	Endpoint.Address	Endpoint.Port	Endpoint.HostedZoneId	DBSubnetGroup.DBSubnetGroupName	DBSubnetGroup.DBSubnetGroupDescription	DBSubnetGroup.VpcId	DBSubnetGroup.SubnetGroupStatus	DBSubnetGroup.Subnets	LatestRestorableTime	SecondaryAvailabilityZone	MaxAllocatedStorage	ActivityStreamStatus	ReadReplicaSourceDBInstanceIdentifier	StatusInfos	Iops	region_code
third-party-mail-prod-1	db.r5.large	postgres	available	gds_admin	third_party_mail_prod	50	2021-06-03 13:35:40.298000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	tue:00:00-tue:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-CQYBM4BVBLTOWWFVEFUPLPUSHU	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-CQYBM4BVBLTOWWFVEFUPLPUSHU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:third-party-mail-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/third_party_mailmonger'}, {'Key': 'TenantTeam', 'Value': '3PIP-MailMonger@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'third_party_mailmonger'}, {'Key': 'environment', 'Value': 'third-party-mail-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29763'}]	False	region	third-party-mail-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1a	1024.0	stopped	third-party-mail-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
tis-prod	db.r5.large	postgres	available	gds_admin	tis_prod	100	2021-08-31 16:49:36.773000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-medium', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-MOPMKBMQKYPHJL62BKOMBXTCTM	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-MOPMKBMQKYPHJL62BKOMBXTCTM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:tis-prod	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/travel_itirenary_service'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'travel_itirenary_service'}, {'Key': 'environment', 'Value': 'tis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30497'}]	False	region	tis-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1b	200.0	stopped	arn:aws:rds:us-west-1:497256801702:db:tis-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
tpis-prod	db.r5.large	postgres	available	gds_admin	tpis_prod	50	2021-06-07 12:13:40.401000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-debug', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1a	tue:00:00-tue:03:00	True	11.15	False	['tpis-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-HLVRQ2QMR3MDRCWSC2AMUAI2L4	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HLVRQ2QMR3MDRCWSC2AMUAI2L4	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:tpis-prod	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/tpis'}, {'Key': 'TenantTeam', 'Value': 'spaceman@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'tpis'}, {'Key': 'environment', 'Value': 'tpis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29798'}]	False	region	tpis-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:34:30+00:00	eu-west-1b	1024.0	stopped	nan	nan	nan	euw1
tpis-prod-1	db.r5.large	postgres	available	gds_admin	tpis_prod	50	2021-06-07 12:33:05.505000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-debug', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	tue:00:00-tue:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-STHJVRYMSNI4NFNARGOO72MCGQ	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-STHJVRYMSNI4NFNARGOO72MCGQ	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:tpis-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/tpis'}, {'Key': 'TenantTeam', 'Value': 'spaceman@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'tpis'}, {'Key': 'environment', 'Value': 'tpis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29798'}]	False	region	tpis-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1a	1024.0	stopped	tpis-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
tronicon-cms-prod-replica-0	db.r6g.large	aurora-mysql	available	gds_admin	ranger_prod	1	2021-07-16 04:54:45.430000+00:00	05:25-05:55	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1a	tue:04:51-tue:05:21	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	tronicon-cms-prod-replica	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	db-5YEIPBO2WLEGDNVEFEVCUNTWTI	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-5YEIPBO2WLEGDNVEFEVCUNTWTI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:tronicon-cms-prod-replica-0	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/tronicon'}, {'Key': 'TenantTeam', 'Value': 'tronicon-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'tronicon'}, {'Key': 'environment', 'Value': 'tronicon-cms-prod-replica'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-30244'}]	False	region	tronicon-cms-prod-replica-0.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
tronicon-cms-prod-replica-1	db.r6g.large	aurora-mysql	available	gds_admin	ranger_prod	1	2021-07-16 06:17:54.038000+00:00	05:25-05:55	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1c	tue:00:26-tue:00:56	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	tronicon-cms-prod-replica	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	db-LRXERCLATBYL4OXKKLGKHI3WWY	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-LRXERCLATBYL4OXKKLGKHI3WWY	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:tronicon-cms-prod-replica-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/tronicon'}, {'Key': 'TenantTeam', 'Value': 'tronicon-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'tronicon'}, {'Key': 'environment', 'Value': 'tronicon-cms-prod-replica'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-30244'}]	False	region	tronicon-cms-prod-replica-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
ugc-prod	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	1000	2021-12-13 15:26:42.066000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-medium', 'ParameterApplyStatus': 'pending-reboot'}]	eu-west-1a	mon:00:00-mon:03:00	True	11.15	False	['ugc-prod-2', 'ugc-prod-3', 'ugc-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-TRHNKM7QD3GUPGCY2BEY4UTEE4	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-TRHNKM7QD3GUPGCY2BEY4UTEE4	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:ugc-prod	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30483'}]	False	region	ugc-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:32:43+00:00	eu-west-1b	2000.0	stopped	nan	nan	nan	euw1
ugc-prod-1	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	1000	2021-12-13 15:48:43.737000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-medium', 'ParameterApplyStatus': 'pending-reboot'}]	eu-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-AAZ2RZFTNGI3HNCC6FX5VUULR4	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-AAZ2RZFTNGI3HNCC6FX5VUULR4	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:ugc-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30483'}]	False	region	ugc-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1b	2000.0	stopped	ugc-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
ugc-prod-2	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	1000	2022-02-02 06:53:18.148000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-medium', 'ParameterApplyStatus': 'pending-reboot'}]	eu-west-1b	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-UDHJGFEJE64S2IJDYF3A57U5SM	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-UDHJGFEJE64S2IJDYF3A57U5SM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:ugc-prod-2	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30483'}]	False	region	ugc-prod-2.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1a	2000.0	stopped	ugc-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
ugc-prod-3	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	1000	2022-02-02 07:45:47.477000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-medium', 'ParameterApplyStatus': 'pending-reboot'}]	eu-west-1b	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-AXPXI2CIRIDHF52N35BBXOBSKA	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-AXPXI2CIRIDHF52N35BBXOBSKA	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:ugc-prod-3	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30483'}]	False	region	ugc-prod-3.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1a	2000.0	stopped	ugc-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
user-behavior-prod	db.r5.large	postgres	available	gds_admin	user_behavior_prod	1000	2022-03-25 10:22:35.741000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-debug', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	mon:00:00-mon:03:00	True	11.15	False	['user-behavior-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	db-X2B7SW6HMP2B4VF44BXTPEAFF4	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-X2B7SW6HMP2B4VF44BXTPEAFF4	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:user-behavior-prod	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/targeted-deal-message'}, {'Key': 'TenantTeam', 'Value': 'emerging-channels@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'targeted-deal-message'}, {'Key': 'environment', 'Value': 'user-behavior-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-33812'}]	False	region	user-behavior-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:32:20+00:00	eu-west-1a	1200.0	stopped	nan	nan	nan	euw1
